rank,symbol,name,exch_name,sector,industry,country,mcap_eur_m,price,currency,overall,fund_score,ai_score,pillar_quality,pillar_growth,pillar_balance,pillar_valuation,pe_ttm,pe_fwd,ev_ebitda,ev_rev,pb,ps,earnings_yield,fwd_earnings_yield,fcf_yield,div_yield,payout,analyst_upside,n_analysts,rec_key,roe,roa,gm,om,nm,rev_growth,eps_growth,nd_ebitda,net_cash_eur_m,debt_equity,current_ratio,rev_eur_m,employees,rev_emp_keur,insider_pct,beta,w52_change,adv_eur_k,coverage,ai_base,ai_note,dup_class
172,LOIHDE.HE,Loihde Oyj,Helsinki,Technology,Software - Infrastructure,Finland,69.54205,12.05,EUR,66.5,55.1,87.7,46.9,25.6,66.5,78.8,10.85586,12.05,10.702,0.521,0.81606,0.48822,0.09212,0.08299,0.17001,0.083,0.9009,0.19502,1.0,none,0.04649,0.02459,0.62878,0.00982,0.02631,-0.029,,0.64006,-4.435,0.1608,1.37,142.44099,754,188.91378,0.21104,0.448,0.0524,46.01895,0.92,92,Software economics — AI compounds both the product and dev productivity,False
173,BAC,Bank of America Corporation,USA,Financial Services,Banks - Diversified,United States,375683.03493,61.27,USD,66.4,65.7,67.6,46.3,73.4,,83.3,14.15012,11.6669,,1.529,1.55737,3.77413,0.07067,0.08571,,0.0183,0.2587,0.10479,21.0,buy,0.11199,0.00969,0.0,0.38305,0.29524,0.214,0.36,,245351.51671,,,99541.51921,211304,471.08204,0.07422,1.175,0.29044,1914966.40758,0.58,82,"Banking — document-heavy processes, fraud/KYC, service automation",False
174,BR,"Broadridge Financial Solutions, Inc.",USA,Technology,Information Technology Services,United States,15148.50393,149.91,USD,66.4,60.7,77.1,70.9,52.4,33.7,67.9,16.03316,14.39346,11.601,2.791,6.15318,2.36788,0.06237,0.06948,0.0685,0.026,0.407,0.37749,8.0,buy,0.42314,0.09171,0.31314,0.18402,0.15028,0.078,0.151,1.76043,-2709.95545,1.20878,0.943,6397.49361,15000,426.49957,0.00475,0.903,-0.37982,194231.80201,1.0,90,IT services — delivery is labor-hours that AI directly automates,False
175,NOW,"ServiceNow, Inc.",USA,Technology,Software - Application,United States,93024.79443,103.24,USD,66.4,57.0,83.8,72.3,57.2,62.2,36.4,61.45238,20.55705,35.915,7.43,9.07844,7.62695,0.01627,0.04865,0.04798,,0.0,0.37199,46.0,strong_buy,0.1607,0.05656,0.76562,0.13342,0.12586,0.221,0.023,-0.95256,2403.54883,0.20728,0.845,12196.85191,29187,417.88645,0.00166,0.959,-0.46224,2535601.77238,1.0,92,Software economics — AI compounds both the product and dev productivity,False
176,CAG.ST,CAG Group AB (publ),Stockholm,Technology,Information Technology Services,Sweden,64.96636,100.0,SEK,66.4,58.6,81.0,53.2,21.1,80.8,78.7,15.45595,12.0919,6.936,0.746,2.04855,0.86388,0.0647,0.0827,0.10279,0.043,0.6337,0.18,1.0,strong_buy,0.13588,0.06767,0.19263,0.07859,0.05587,-0.067,-0.106,-1.10124,8.90101,0.08519,1.817,75.20309,390,192.82845,0.3829,0.205,-0.09502,54.54649,1.0,90,IT services — delivery is labor-hours that AI directly automates,False
177,USB,U.S. Bancorp,USA,Financial Services,Banks - Regional,United States,85932.91926,63.14,USD,66.3,64.4,69.8,47.6,59.2,,87.4,12.60279,10.97598,,4.947,1.66429,3.59998,0.07935,0.09111,,0.0329,0.4152,0.10111,21.0,buy,0.12623,0.0116,0.0,0.39647,0.29896,0.104,0.216,,-25789.00784,,,23870.35834,70000,341.00512,0.00125,0.979,0.3792,488601.33505,0.58,82,"Banking — document-heavy processes, fraud/KYC, service automation",False
178,KAR.ST,Karnov Group AB (publ),Stockholm,Industrials,Specialty Business Services,Sweden,608.24051,69.6,SEK,66.3,60.3,77.4,74.2,18.0,35.6,84.6,7.90909,42.43902,6.548,3.29,2.56959,2.58448,0.12644,0.02356,0.11544,,0.0,0.55651,3.0,none,0.37972,0.101,0.44391,0.15109,0.36669,-0.066,-0.247,1.28668,-152.14645,0.81757,0.591,235.34391,1100,213.94901,0.07441,0.574,-0.42857,1610.49502,1.0,82,Business services — back-office process automation,False
179,ORES.ST,Investment AB Öresund (publ),Stockholm,Financial Services,Asset Management,Sweden,532.45286,131.8,SEK,66.3,64.4,69.9,85.1,1.7,69.7,79.3,8.55289,,8.42,7.837,1.11155,8.10617,0.11692,,0.07878,0.0561,0.4737,,,none,0.13048,0.07542,1.0,0.92461,0.96655,-0.808,-0.827,-0.28879,17.65646,0.00168,0.941,65.68493,6,10947.48756,0.43769,0.737,-0.01788,522.74214,1.0,80,Asset management — research and back-office automation,False
180,ZZ-B.ST,Zinzino AB (publ),Stockholm,Consumer Defensive,Packaged Foods,Sweden,449.42533,126.6,SEK,66.2,76.4,47.2,70.7,82.6,79.7,77.2,12.85279,21.31313,8.396,1.154,4.21494,1.40558,0.0778,0.04692,0.08243,0.0474,0.4061,0.69826,1.0,strong_buy,0.45565,0.15969,0.28139,0.14176,0.10569,0.274,0.812,-1.69608,74.52177,0.05771,1.528,319.74333,369,866.51309,0.33857,1.081,-0.44837,719.11958,1.0,55,Consumer staples — demand forecasting and trade-spend optimisation,False
181,FLUI.ST,Fluicell AB (publ),Stockholm,Healthcare,Biotechnology,Sweden,4.10886,33.0,SEK,66.2,66.2,66.3,54.8,97.5,48.8,67.4,0.04861,,-20.919,2.185,3.18995,2.24951,20.57091,,-0.21779,,0.0,,,none,-0.15262,-0.07226,0.89763,0.43407,-0.11651,1.86,,,0.11756,,1.334,1.82656,11,166.05047,0.24728,2.015,2.85965,66.68322,0.75,60,"Biotech — discovery upside, binary science risk dominates",False
182,BLICK.ST,Blick Global Group AB,Stockholm,Consumer Cyclical,Gambling,Sweden,1.15243,0.918,SEK,66.2,64.1,70.0,55.4,,92.1,60.3,1.224,,,77.186,0.72113,163.0065,0.81699,,-0.05342,,0.0,,,none,0.86482,-0.02897,4.4359,-7.92308,134.79488,,,,0.60674,,114.05,0.00707,,,0.14395,1.363,0.16943,4.51295,0.58,70,"Gaming/betting — risk, personalisation and CRM are data problems",False
183,GRMN,Garmin Ltd.,USA,Technology,Scientific & Technical Instruments,Switzerland,42050.47979,249.56,USD,66.1,65.6,66.9,79.4,63.4,92.2,37.7,27.85268,24.17257,21.068,6.115,5.19257,6.44826,0.0359,0.04137,0.01683,0.0168,0.4018,0.05156,7.0,hold,0.19899,0.11903,0.59139,0.24617,0.23261,0.142,0.215,-1.14693,2171.00304,0.02331,4.361,6521.21736,23000,283.53119,0.14697,0.914,0.10352,181469.06821,1.0,68,Instruments — measurement + software attach,False
184,ORCL,Oracle Corporation,USA,Technology,Software - Infrastructure,United States,318131.9525,126.41,USD,66.1,57.1,82.8,83.2,67.6,20.8,37.7,21.68268,11.57431,16.566,7.5,9.69402,5.40583,0.04612,0.0864,-0.06739,0.0158,0.3431,0.99232,40.0,buy,0.53376,0.06505,0.65822,0.36202,0.25368,0.206,0.219,4.44474,-118419.55035,3.8887,1.115,58849.81233,141000,417.37456,0.40479,1.712,-0.48095,3329497.36196,1.0,92,Software economics — AI compounds both the product and dev productivity,False
185,MTG-B.ST,Modern Times Group MTG AB,Stockholm,Communication Services,Electronic Gaming & Multimedia,Sweden,1273.85452,118.1,SEK,66.1,60.3,76.8,53.6,84.1,47.0,58.9,1476.25,12.57721,8.498,1.411,1.24764,1.15378,0.00068,0.07951,0.08605,,0.0,0.40771,4.0,strong_buy,0.00094,0.0307,0.66185,0.11776,0.0009,0.235,1.105,1.48245,-271.8261,0.38502,0.851,1104.0725,2323,475.27873,0.14988,0.835,0.15784,2914.87647,1.0,85,Gaming — content pipelines and live-ops are AI-automatable,False
186,EXE,Expand Energy Corporation,USA,Energy,Oil & Gas E&P,United States,18420.42592,88.13,USD,66.0,78.9,41.9,75.7,90.1,60.9,84.2,6.55729,10.42561,3.222,1.846,1.08251,1.6273,0.1525,0.09592,0.08005,0.0362,0.2374,0.42199,25.0,buy,0.17568,0.09668,0.47955,0.3404,0.24907,0.41,,0.38241,-2480.4342,0.25883,1.111,11319.65775,1600,7074.7861,0.00304,0.326,-0.11347,271461.08249,0.92,48,Oil & gas — commodity price dominates; ops optimisation real but capped,False
187,MPWR,"Monolithic Power Systems, Inc.",USA,Technology,Semiconductors,United States,56317.44506,1312.0,USD,66.0,64.1,69.5,79.3,75.7,94.1,23.8,94.32063,42.93365,73.625,21.342,17.52792,21.79797,0.0106,0.02329,0.00763,0.0061,0.4782,0.36374,13.0,strong_buy,0.19574,0.1213,0.55175,0.29987,0.22984,0.261,0.395,-1.57156,1176.99712,0.00543,4.787,2583.60965,4501,574.00792,0.03673,1.71,0.81023,1004482.91005,1.0,78,Semis — rides the AI capex cycle and design automation,False
188,WFC,Wells Fargo & Company,USA,Financial Services,Banks - Diversified,United States,231552.68869,87.51,USD,66.0,64.2,69.2,47.1,59.6,,87.1,12.71948,11.11573,,1.081,1.64511,3.19208,0.07862,0.08996,,0.0206,0.2616,0.1385,23.0,buy,0.12575,0.01077,0.0,0.37069,0.27232,0.095,0.25,,168429.23663,,,72539.81998,197466,367.35347,0.00091,0.917,0.09006,1273692.69742,0.58,82,"Banking — document-heavy processes, fraud/KYC, service automation",False
189,IVSO.ST,Invisio AB (publ),Stockholm,Technology,Communication Equipment,Sweden,902.43069,215.6,SEK,66.0,65.5,66.8,76.5,80.7,88.9,30.7,40.0,31.52047,26.362,5.075,8.13155,5.1891,0.025,0.03173,0.01177,0.0139,0.5576,0.51405,7.0,strong_buy,0.22542,0.13839,0.56345,0.15328,0.12978,0.201,0.866,-0.59096,19.78647,0.06295,3.298,173.90887,314,553.84989,0.02291,,-0.36119,1846.46064,1.0,74,"Network equipment — AI traffic drives demand, ops automate",False
190,BIOWKS.ST,Bio-Works Technologies AB (publ),Stockholm,Healthcare,Medical Instruments & Supplies,Sweden,30.94477,3.4,SEK,66.0,64.8,68.2,46.7,98.1,92.1,50.0,,5.57377,-49.605,3.582,6.14828,4.12099,-0.00882,0.17941,-0.03241,,0.0,,,none,-0.0567,-0.06424,0.75002,0.12624,-0.03131,2.265,,,3.7394,,4.435,7.50907,33,227.54759,0.34254,0.621,0.7,18.78649,0.75,66,Instruments — software layer increasingly the differentiator,False
191,CF,"CF Industries Holdings, Inc.",USA,Basic Materials,Agricultural Inputs,United States,16297.70962,121.42,USD,65.9,77.6,44.3,76.4,82.4,74.7,77.2,10.93874,10.84209,6.734,3.125,3.49149,2.51838,0.09142,0.09223,0.0577,0.0198,0.1802,0.0311,19.0,hold,0.273,0.11338,0.39125,0.33585,0.23734,0.194,1.151,0.45912,-1378.69864,0.43847,3.54,6471.49614,2900,2231.55039,0.00438,0.39,0.33443,306775.187,1.0,52,Agri inputs — precision-ag data services,False
192,HEM.ST,Hemnet Group AB (publ),Stockholm,Communication Services,Internet Content & Information,Sweden,707.13561,85.9,SEK,65.9,59.0,78.7,90.5,7.5,49.9,61.1,20.4038,10.68408,12.3,5.647,7.50087,5.39722,0.04901,0.0936,0.05564,0.0233,0.3455,0.4319,12.0,hold,0.42396,0.17694,0.85368,0.26456,0.32238,-0.247,-0.519,0.92315,-55.52539,0.75236,1.272,131.01854,179,731.94714,0.1279,0.623,-0.7094,4599.91452,1.0,88,"Digital platform — data-rich, AI-native product surface",False
193,VIAFIN.HE,Viafin Service Oyj,Helsinki,Industrials,Specialty Industrial Machinery,Finland,65.74732,18.9,EUR,65.9,65.7,66.3,70.0,31.3,74.7,79.0,13.79562,11.88679,7.758,0.589,2.53351,0.66007,0.07249,0.08413,0.10424,0.0397,0.4745,0.11111,1.0,none,0.18278,0.0796,0.62836,0.08201,0.04776,-0.006,0.02,-1.11698,8.441,0.09533,1.327,99.607,682,146.05132,0.48784,0.204,-0.07805,15.7815,1.0,62,Machinery — predictive maintenance and embedded software,False
194,ANET,"Arista Networks, Inc.",USA,Technology,Computer Hardware,United States,185493.99236,168.61,USD,65.8,66.6,64.2,86.4,73.0,89.1,27.9,57.74315,37.74155,47.192,20.594,15.74176,21.86516,0.01732,0.0265,0.02055,,0.0,0.13727,27.0,strong_buy,0.31521,0.14359,0.63537,0.42739,0.38317,0.351,0.25,-2.91542,10792.99127,,2.829,8483.53968,5115,1658.56103,0.1727,1.601,0.51071,1450862.81222,0.92,74,Hardware — AI demand pull plus design productivity,False
195,ARION-SDB.ST,Arion banki hf.,Stockholm,Financial Services,Banks - Regional,Iceland,1765.88497,14.42,SEK,65.8,63.7,69.7,35.6,66.6,,94.6,8.33526,,,,1.21425,,0.11997,,,,0.0,,,none,0.15961,0.01846,0.0,0.0,0.42474,0.247,0.165,,,,,,901,,0.0,0.395,0.01549,48.87052,0.58,82,"Banking — document-heavy processes, fraud/KYC, service automation",False
196,EXS.ST,Exsitec Holding AB (publ),Stockholm,Technology,Information Technology Services,Sweden,125.37854,103.0,SEK,65.8,55.9,84.2,58.9,42.2,36.0,71.6,16.04361,15.16937,11.174,1.943,2.52117,1.50426,0.06233,0.06592,0.09946,0.0184,0.296,0.59709,2.0,strong_buy,0.16783,0.05945,0.31663,0.10726,0.09381,0.117,-0.217,2.51647,-36.47908,0.84125,1.048,83.34873,700,119.06961,0.3653,0.592,-0.23704,85.16123,1.0,90,IT services — delivery is labor-hours that AI directly automates,False
197,DEDI.ST,Dedicare AB (publ),Stockholm,Industrials,Staffing & Employment Services,Sweden,48.3645,55.8,SEK,65.8,59.2,78.1,45.1,67.3,75.6,62.1,13.81188,4.93805,10.245,0.33,1.74266,0.35528,0.0724,0.20251,0.02593,0.0314,0.4332,,,none,0.13107,0.04212,0.15711,0.03824,0.02569,0.1,0.495,-0.79444,3.48053,0.10418,1.48,136.12912,935,145.59264,0.32936,0.999,0.26531,70.09904,1.0,85,Staffing — matching and admin are directly AI-automatable,False
198,PCAT.ST,Photocat A/S,Stockholm,Basic Materials,Specialty Chemicals,Denmark,2.90708,5.35,SEK,65.8,69.5,58.9,76.0,92.9,59.6,51.3,,,4.52211,1.23047,1.86376,1.21137,-0.01308,,,,0.0,,,none,,,0.65552,0.22415,0.14509,0.564,,0.10386,-0.06782,0.07066,0.672,2.39984,10,239.98394,0.0,0.08,-0.43446,4.003,0.67,55,Chemicals — formulation R&D and process control,False
199,DXCM,"DexCom, Inc.",USA,Healthcare,Medical Devices,United States,25841.56964,76.65,USD,65.7,67.0,63.4,80.9,78.4,71.3,40.9,32.897,24.90682,22.09,5.925,10.00392,6.13902,0.0304,0.04015,0.03572,,0.0,0.11872,24.0,strong_buy,0.35624,0.09651,0.61504,0.2142,0.19311,0.15,0.922,-0.79734,900.26051,0.46833,1.948,4209.39938,11000,382.67267,0.00271,1.453,-0.08783,380696.46954,1.0,66,Devices — embedded intelligence differentiates hardware,False
200,GILD,"Gilead Sciences, Inc.",USA,Healthcare,Drug Manufacturers - General,United States,145661.53257,134.28,USD,65.7,70.5,56.7,90.5,59.9,55.8,61.5,18.26939,13.82553,12.145,6.019,7.09238,5.60661,0.05474,0.07233,0.04759,0.0244,0.434,0.17885,27.0,buy,0.4336,0.13292,0.79368,0.39282,0.30993,0.044,0.548,0.83844,-10796.31049,0.94635,1.967,25980.34351,17000,1528.2555,0.00117,0.343,0.24012,882078.76845,1.0,62,Pharma — AI aids discovery but cycles are long and regulated,False
201,SIBEK.ST,SIBEK AB,Stockholm,Industrials,Security & Protection Services,Sweden,53.00818,57.6,SEK,65.7,64.3,68.2,69.5,67.1,91.4,42.8,23.7037,,17.709,3.026,9.55699,3.23276,0.04219,,0.01855,0.0243,0.5761,,,none,0.41866,0.22027,0.29938,0.09955,0.13653,0.063,0.884,-1.21228,3.39615,,3.057,16.39721,80,204.96516,0.87969,-0.649,0.37143,10.48859,0.92,72,"Security services — monitoring scales with AI, guarding less so",False
202,MEKKO.HE,Marimekko Oyj,Helsinki,Consumer Cyclical,Apparel Manufacturing,Finland,423.43523,10.46,EUR,65.7,69.4,58.7,78.6,51.6,77.9,66.3,16.87097,14.32877,12.221,2.203,5.47071,2.21231,0.05927,0.06979,0.06987,0.0402,0.6452,0.19503,3.0,none,0.32246,0.1609,0.60763,0.12319,0.13166,0.045,0.245,-0.05217,1.8,0.39922,3.103,191.4,479,399.58246,0.25234,0.775,-0.24531,402.0301,1.0,60,Apparel — demand forecasting and design assistance,False
203,AXP,American Express Company,USA,Financial Services,Credit Services,United States,211841.43101,355.35,USD,65.6,62.1,72.0,73.5,58.8,34.8,64.8,22.16781,17.61854,,3.619,7.12896,3.52358,0.04511,0.05676,,0.0107,0.2129,0.05514,25.0,buy,0.34419,0.03796,0.62759,0.21245,0.16305,0.116,0.176,,-5759.43057,1.77847,1.574,60121.04368,76800,782.82609,0.22326,1.045,0.17289,992744.84868,0.75,82,Credit — underwriting and collections are data decisions at scale,False
204,DECK,Deckers Outdoor Corporation,USA,Consumer Cyclical,Footwear & Accessories,United States,12921.52829,106.49,USD,65.6,71.3,55.0,80.4,44.8,87.9,69.9,15.16952,12.80297,9.903,2.423,5.96349,2.7026,0.06592,0.07811,0.05806,,0.0,0.2002,21.0,buy,0.40859,0.2175,0.57704,0.14002,0.18714,0.096,-0.048,-1.14446,1338.55653,0.1501,3.545,4781.1451,6000,796.85752,0.00576,1.167,0.01323,193150.48587,1.0,60,Apparel — demand forecasting and design assistance,False
205,TFC,Truist Financial Corporation,USA,Financial Services,Banks - Regional,United States,56035.06968,52.5,USD,65.6,64.3,68.1,44.8,61.8,,88.8,12.06897,10.42229,,4.751,1.10306,3.37058,0.08286,0.09595,,0.0396,0.4782,0.05079,18.0,hold,0.09059,0.01062,0.0,0.39815,0.30692,0.082,0.367,,-18220.1382,,,16624.76475,37849,439.23921,0.00174,0.875,0.17371,407185.15122,0.58,82,"Banking — document-heavy processes, fraud/KYC, service automation",False
206,FABLE.ST,Fable Media Group AB,Stockholm,Consumer Cyclical,Gambling,Sweden,18.59753,6.04,SEK,65.6,67.4,62.2,89.5,13.8,57.9,82.2,7.55,,6.125,4.045,1.86247,3.19773,0.13245,,0.07616,0.1076,0.5625,0.15894,1.0,none,0.25911,0.14636,0.78035,0.5454,0.42243,-0.077,-0.467,1.28234,-4.92477,0.54475,1.67,5.81585,3,1938.61507,0.8065,0.697,0.208,8.66025,1.0,70,"Gaming/betting — risk, personalisation and CRM are data problems",False
207,KENH.ST,Kentima Holding AB (publ),Stockholm,Technology,Software - Application,Sweden,6.60805,2.5,SEK,65.6,55.2,85.0,60.6,24.1,68.8,62.8,14.70588,,11.846,0.957,1.9685,0.91309,0.068,,0.03946,,0.0,,,none,0.1481,0.07297,0.52557,0.01661,0.06397,0.046,-0.906,0.54843,-0.32077,0.10852,1.412,7.23706,29,249.5539,0.70562,0.202,-0.0942,4.76965,1.0,92,Software economics — AI compounds both the product and dev productivity,False
208,LULU,lululemon athletica inc.,USA,Consumer Cyclical,Apparel Retail,Canada,11541.33969,116.33,USD,65.5,67.8,61.3,76.7,28.6,69.8,82.5,9.41943,10.29722,5.39,1.235,2.7584,1.17907,0.10616,0.09711,0.08584,,0.0,0.09966,26.0,hold,0.32027,0.16045,0.55695,0.11205,0.13029,0.043,-0.35,0.24212,-542.81146,0.44264,2.226,9788.53584,39000,250.9881,0.04727,0.878,-0.47883,380320.80491,1.0,60,Apparel — demand forecasting and design assistance,False
209,MCO,Moody's Corporation,USA,Financial Services,Financial Data & Stock Exchanges,United States,77964.79829,510.86,USD,65.5,57.4,80.4,91.5,48.7,33.9,35.2,36.62079,27.39008,24.981,12.102,29.80513,11.33433,0.02731,0.03651,0.02539,0.0081,0.2762,0.06851,21.0,buy,0.71361,0.14818,0.74432,0.45743,0.31691,0.081,0.078,1.5451,-5148.71408,2.35539,1.157,6878.64024,16000,429.91502,0.14247,1.335,0.02139,466549.49016,1.0,88,Financial data — the product is information processing,False
210,EXPE,"Expedia Group, Inc.",USA,Consumer Cyclical,Travel Services,United States,28184.10607,268.77,USD,65.4,66.4,63.5,77.3,73.4,35.9,64.3,23.74293,11.67662,12.489,2.138,55.99374,2.12632,0.04212,0.08564,0.10782,0.0065,0.1484,0.07102,35.0,buy,0.71494,0.05825,0.90271,0.07093,0.09808,0.147,,-0.4174,947.0906,2.56536,0.731,13254.90336,16000,828.43146,0.00615,1.232,0.44913,382972.92848,0.92,68,"Travel — booking, pricing and service are digital workflows",False
211,BLK,"BlackRock, Inc.",USA,Financial Services,Asset Management,United States,152322.77858,1072.2,USD,65.3,63.7,68.3,70.8,69.8,75.3,45.7,25.70606,16.71708,15.718,6.397,2.93858,6.3864,0.0389,0.05982,,0.0214,0.5243,0.22505,16.0,buy,,,0.47152,0.35079,0.24089,0.306,0.197,0.1638,-1590.13427,0.23635,,23851.13727,24900,957.877,0.0191,1.443,-0.01905,686199.69922,0.67,80,Asset management — research and back-office automation,False
212,KEY,KeyCorp,USA,Financial Services,Banks - Regional,United States,22208.69708,23.55,USD,65.3,63.1,69.4,45.1,65.5,,82.6,14.44785,10.9594,,6.028,1.46428,3.52995,0.06921,0.09125,,0.0348,0.5031,0.09778,19.0,buy,0.09977,0.01031,0.0,0.3578,0.27024,0.118,0.333,,-13429.64382,,,6291.51383,17469,360.15306,0.00296,1.024,0.28829,231545.24036,0.58,82,"Banking — document-heavy processes, fraud/KYC, service automation",False
213,LDOS,"Leidos Holdings, Inc.",USA,Technology,Information Technology Services,United States,11702.02042,106.48,USD,65.3,58.5,78.0,63.2,34.6,36.1,80.1,9.75092,8.12011,8.291,1.15,2.67175,0.7729,0.10255,0.12315,0.0892,0.0162,0.1519,0.41498,15.0,buy,0.30579,0.09232,0.17906,0.12227,0.08154,0.037,-0.076,2.69842,-5667.69206,1.37125,1.397,15140.34813,50000,302.80696,0.0057,0.547,-0.33756,143949.34326,1.0,90,IT services — delivery is labor-hours that AI directly automates,False
214,CLAS-B.ST,Clas Ohlson AB (publ),Stockholm,Consumer Cyclical,Specialty Retail,Sweden,2319.52783,402.6,SEK,65.3,66.2,63.6,72.1,72.6,60.6,57.7,22.02407,31.55172,15.243,2.05,8.1135,2.045,0.0454,0.03169,0.0643,0.0174,0.3827,0.0308,4.0,buy,0.42089,0.1329,0.47712,0.06841,0.09341,0.114,0.746,0.03767,-5.74651,0.60236,1.51,1134.24613,4714,240.61225,0.35682,0.944,0.23421,3064.78829,1.0,64,"Retail — inventory, pricing and service automation",False
215,ZTS,Zoetis Inc.,USA,Healthcare,Drug Manufacturers - Specialty & Generic,United States,28042.36727,76.56,USD,65.2,68.4,59.2,90.2,39.1,49.5,71.8,12.55082,10.35854,9.673,4.135,9.76655,3.36755,0.07968,0.09654,0.05549,0.0277,0.3328,0.49902,17.0,buy,0.67748,0.15525,0.71839,0.36561,0.28035,0.029,0.06,1.79504,-6389.36801,2.86236,3.153,8327.23477,14500,574.29205,0.00154,0.749,-0.48049,490731.66094,1.0,62,Pharma — AI aids discovery but cycles are long and regulated,False
216,SFAB.ST,Solid Försäkringsaktiebolag (publ),Stockholm,Financial Services,Insurance - Specialty,Sweden,158.83015,99.5,SEK,65.2,61.8,71.6,74.8,15.3,67.5,74.8,11.91617,,7.429,1.229,3.30609,1.56736,0.08392,,0.05126,0.0546,0.6408,0.15578,1.0,strong_buy,0.25809,0.066,0.75818,0.10265,0.12471,-0.098,-0.291,-1.77744,29.79464,,1.203,101.33593,73,1388.16342,0.42172,0.653,0.28886,281.06376,0.92,82,"Insurance — claims, underwriting and pricing are data workflows",False
217,INISS-B.ST,Inission AB (publ),Stockholm,Technology,Electronic Components,Sweden,144.08091,69.0,SEK,65.2,63.7,68.1,54.4,93.7,46.6,63.2,25.55555,15.86207,10.836,0.863,2.13483,0.66595,0.03913,0.06304,0.07162,0.0087,0.0,0.08696,1.0,none,0.09033,0.05352,0.44256,0.06096,0.02631,0.374,17.464,2.45263,-42.23773,0.6919,1.501,216.35507,1265,171.03167,0.52315,0.756,0.86486,198.86112,1.0,68,Components — factory automation and quality inspection,False
218,FRILAN.ST,Invoicery Group AB (publ),Stockholm,Financial Services,Shell Companies,Sweden,17.90201,6.8,SEK,65.2,60.3,74.4,48.6,38.0,72.0,83.0,10.46154,,3.709,0.042,2.90723,0.10319,0.09559,,0.08567,0.0515,0.2757,,,none,0.31179,0.04861,0.03263,0.01081,0.00994,0.019,,-5.43493,10.64001,,1.278,173.4815,36229,4.78847,0.08846,0.618,0.39918,14.29796,0.83,78,Financial Services sector default,False
